Randomizer Version: 4.6.0-dev
Random Seed: 166429477210202
Settings String: 321WRIEEnKKAo0CkAKRAAKeBhtESQEAFAACCQAuMgAAAAACwhCI2gTkwYYICTIHBwMyAAUYAsIQiAAAAAAJUG9rZW1vbiBYsrKwYoTcQEI=

--Randomized Evolutions--
Bulbasaur       -> Nidorino       
138|Omanyte         |ROCK/WATER       |  25|  66|  75|  55|  68|  66|Poison Touch  |Minus         |Hustle        |
139|Omastar         |ROCK/WATER       |  73|  78| 110|  46| 117|  70|Blaze         |Poison Heal   |Air Lock      |
140|Kabuto          |ROCK/WATER       |  42|  79|  61|  35|  51|  87|Wonder Skin   |Imposter      |Inner Focus   |
141|Kabutops        |ROCK/WATER       | 155|  38|  21|  58| 124|  99|Chlorophyll   |--            |Imposter      |Shalour Sable (common)
142|Aerodactyl      |ROCK/FLYING      | 121|  91|  27|  12| 132| 132|Own Tempo     |Clear Body    |Cute Charm    |Charizardite Y (common), Helix Fossil (rare)
143|Snorlax         |NORMAL           | 160|  80|  38| 131|  86|  45|Sheer Force   |--            |Air Lock      |Stone Plate (100%)
144|Articuno        |ICE/FLYING       |  39|  92| 127|  27| 215|  80|Truant        |Steadfast     |Shed Skin     |Stardust (common)
145|Zapdos          |ELECTRIC/FLYING  |  35| 127| 148| 108|  84|  79|Mummy         |--            |Heavy Metal   |Oval Stone (100%)
146|Moltres         |FIRE/FLYING      | 128|  92| 115|  19|  73| 154|Normalize     |--            |Trace         |Super Potion (100%)
147|Dratini         |DRAGON           |  47|  36|  74|  67|  13|  62|Torrent       |--            |Quick Feet    |Shuca Berry (common)
148|Dragonair       |DRAGON           |  76|  31|  22|  62|  53| 176|Swarm         |--            |Sand Stream   |Everstone (common), Zap Plate (rare)
149|Dragonite       |DRAGON/FLYING    |  95| 200|  62|  40|  59| 145|White Smoke   |Insomnia      |Chlorophyll   |
150|Mewtwo          |PSYCHIC          |  85| 151| 162|  81|  32| 169|Flower Veil   |Sand Rush     |Defeatist     |Kangaskhanite (rare)
151|Mew             |PSYCHIC          | 157|  60|  92|  81| 193|  18|Harvest       |--            |Storm Drain   |Fluffy Tail (100%)
152|Chikorita       |GRASS            |  83|  20|  21|  67|  74|  54|Thick Fat     |--            |White Smoke   |
153|Bayleef         |GRASS            |  41|  64| 101|  61|  33| 106|Unaware       |--            |No Guard      |Splash Plate (rare)
154|Meganium        |GRASS            | 102|  90|  59| 118|  98|  58|Bad Dreams    |Blaze         |Serene Grace  |Pecha Berry (common)
155|Cyndaquil       |FIRE             |  64|  58|  85|  46|  20|  36|Snow Cloak    |Unaware       |Sap Sipper    |
156|Quilava         |FIRE             |  60|  66| 117|  99|  11|  53|Telepathy     |--            |Chlorophyll   |Charti Berry (rare)
157|Typhlosion      |FIRE             | 113|  70|  78|  47|  96| 130|Natural Cure  |--            |Defiant       |Payapa Berry (rare)
158|Totodile        |WATER            |  32|  83|  30|  30|  90|  49|Weak Armor    |--            |Cursed Body   |
159|Croconaw        |WATER            |  46|  61|  27| 152|  32|  87|Skill Link    |--            |Soundproof    |
160|Feraligatr      |WATER            |  83|  91|  54|  99|  93| 112|Iron Fist     |--            |Stall         |Icy Rock (common), Tanga Berry (rare)
161|Sentret         |NORMAL           |  59|  37|  13|  29|  40|  38|Truant        |Sturdy        |Healer        |
162|Furret          |NORMAL           | 132|  70|  44|  14| 118|  36|Heavy Metal   |Anger Point   |Sheer Force   |Full Restore (100%)
163|Hoothoot        |NORMAL/FLYING    |  59|  51|  41|  54|  36|  22|Shed Skin     |Infiltrator   |Bulletproof   |Medichamite (common)
164|Noctowl         |NORMAL/FLYING    | 120|  14|  88|  86|  25| 109|Pickup        |Trace         |Soundproof    |
165|Ledyba          |BUG/FLYING       |  27|  62|  58|  47|  15|  56|Leaf Guard    |--            |Victory Star  |Eviolite (common)
166|Ledian          |BUG/FLYING       | 108|  20|  77|  55|  32|  98|Anger Point   |--            |Justified     |
167|Spinarak        |BUG/POISON       |  77|  41|  34|  46|  18|  34|Analytic      |--            |Iron Fist     |
168|Ariados         |BUG/POISON       |  71|  59|  26|  86|  57|  91|Hyper Cutter  |Levitate      |Heavy Metal   |
169|Crobat          |POISON/FLYING    | 116|  32|  89|  74| 108| 117|Normalize     |Light Metal   |Ice Body      |
170|Chinchou        |WATER/ELECTRIC   |  62|  62|  74|  60|  33|  39|Strong Jaw    |--            |Poison Point  |
171|Lanturn         |WATER/ELECTRIC   | 110|  55|  81|  55|  20| 139|Adaptability  |Simple        |Swift Swim    |
172|Pichu           |ELECTRIC         |  28|  51|  15|  28|  38|  45|Poison Touch  |Defiant       |Sand Veil     |Flying Gem (common)
173|Cleffa          |FAIRY            |  54|  63|  17|  26|  33|  24|Run Away      |Moxie         |Adaptability  |Latiasite (common)
174|Igglybuff       |NORMAL/FAIRY     |  55|  15|  23|  19|  48|  49|Cursed Body   |Moody         |Poison Heal   |
175|Togepi          |FAIRY            |  65|  29|  27|  49|  56|  20|Rock Head     |--            |Light Metal   |Charizardite Y (common)
176|Togetic         |FAIRY/FLYING     | 110|  91|  57|  49|  13|  86|Sand Rush     |--            |Regenerator   |Salac Berry (common), Super Repel (rare)
177|Natu            |PSYCHIC/FLYING   |  81|  58|  12|  86|  58|  26|Storm Drain   |Magician      |Magic Bounce  |
178|Xatu            |PSYCHIC/FLYING   | 124|  27| 105|  40|  90|  84|Tough Claws   |--            |Technician    |Calcium (rare)
179|Mareep          |ELECTRIC         |  76|  37|  32|  49|  50|  36|Pixilate      |--            |No Guard      |Icicle Plate (100%)
180|Flaaffy         |ELECTRIC         | 111|  54|  30|  11|  65|  94|Volt Absorb   |Moxie         |Multiscale    |
181|Ampharos        |ELECTRIC         | 137|  98|  70|  15|  95|  95|Leaf Guard    |Grass Pelt    |Ice Body      |Sky Plate (common), Soda Pop (rare)
182|Bellossom       |GRASS            | 146|  80|  30| 121|  72|  41|Defiant       |--            |Aerilate      |
183|Marill          |WATER/FAIRY      |  36|  56|  24|  41|  40|  54|Static        |Unnerve       |Wonder Skin   |Toxic Plate (rare)
184|Azumarill       |WATER/FAIRY      | 115|  79|  51|  52|  79|  45|Aftermath     |Magma Armor   |Run Away      |Latiosite (common)
185|Sudowoodo       |ROCK             |  99|  85|  75|  62|  13|  76|Natural Cure  |--            |Keen Eye      |Sky Plate (common)
186|Politoed        |WATER            | 102|  98|  55|  79| 108|  58|Cute Charm    |Prankster     |Bad Dreams    |Steel Gem (rare)
187|Hoppip          |GRASS/FLYING     |  64|  11|  44|  73|  27|  31|Contrary      |Blaze         |Parental Bond |
188|Skiploom        |GRASS/FLYING     |  47| 115| 120|  12|  11|  35|Static        |--            |Limber        |Max Ether (rare)
189|Jumpluff        |GRASS/FLYING     |  35| 119| 106|  27|  46| 127|Speed Boost   |--            |Gale Wings    |Icy Rock (common), Heal Powder (rare)
190|Aipom           |NORMAL           |  32|  30|  84|  60|  76|  77|Swift Swim    |Sand Stream   |Ice Body      |
191|Sunkern         |GRASS            |  45|  38|  32|  11|  30|  23|Sap Sipper    |--            |White Smoke   |
192|Sunflora        |GRASS            |  48|  92|  46|  64|  84|  91|Air Lock      |Victory Star  |Pickup        |
193|Yanma           |BUG/FLYING       |  49|  41|  69|  26|  87| 118|Infiltrator   |--            |Sand Rush     |Medichamite (rare)
194|Wooper          |WATER/GROUND     |  48|  47|  16|  43|  21|  34|Defiant       |--            |Drizzle       |Kee Berry (common)
195|Quagsire        |WATER/GROUND     | 118|  61|  56|  21|  65| 108|Ice Body      |--            |Shed Skin     |Chilan Berry (common)
196|Espeon          |PSYCHIC          | 140| 140|  41|  96|  14|  94|Download      |--            |Reckless      |
197|Umbreon         |DARK             |  69|  63|  44| 100| 121| 128|Marvel Scale  |--            |Poison Touch  |Sky Plate (common)
198|Murkrow         |DARK/FLYING      |  60| 103| 180|  13|  26|  23|Honey Gather  |Poison Point  |Strong Jaw    |Occa Berry (rare)
199|Slowking        |WATER/PSYCHIC    | 145| 127|  66|  21|  20| 111|Fur Coat      |--            |Truant        |
200|Misdreavus      |GHOST            | 105|  97|  16|  80|  65|  72|Fairy Aura    |Super Luck    |Harvest       |Sticky Barb (100%)
201|Unown           |PSYCHIC          |  95|  19| 116|  43|  46|  18|Rain Dish     |Levitate      |Rock Head     |
202|Wobbuffet       |PSYCHIC          |  57| 142|  41|  92|  48|  24|Light Metal   |Download      |Snow Cloak    |Absorb Bulb (common), X Speed (rare)
203|Girafarig       |NORMAL/PSYCHIC   |  99|  81|  15| 103|  50| 107|Overcoat      |--            |Static        |
204|Pineco          |BUG              |  21|  40|  19|  68|  74|  69|Iron Fist     |Speed Boost   |Illusion      |Muscle Wing (common)
205|Forretress      |BUG/STEEL        |  89|  78|  59|  52|  84| 105|Defiant       |--            |Honey Gather  |
206|Dunsparce       |NORMAL           | 104|  12|  97|  82|  20| 100|Rock Head     |Strong Jaw    |Hustle        |Chilan Berry (common)
207|Gligar          |GROUND/FLYING    | 129|  36|  29|  39| 124|  75|Anger Point   |--            |Mega Launcher |Shalour Sable (common)
208|Steelix         |STEEL/GROUND     |  44|  91|  61|  68|  93| 154|Klutz         |--            |Aroma Veil    |Pearl String (common), Razor Claw (rare)
209|Snubbull        |FAIRY            |  48|  38|  28|  70|  35|  80|Big Pecks     |Soundproof    |Heavy Metal   |
210|Granbull        |FAIRY            | 115|  65|  98|  82|  50|  40|Motor Drive   |Download      |Poison Heal   |Swift Wing (common)
211|Qwilfish        |WATER/POISON     |  65|  97|  93|  54|  55|  66|Cursed Body   |Iron Fist     |Shell Armor   |
212|Scizor          |BUG/STEEL        | 181|  38|  24|  88| 129|  40|Bulletproof   |--            |Magician      |
213|Shuckle         |BUG/ROCK         |  72| 175|  38| 120|  84|  16|Moody         |--            |Damp          |Pecha Berry (100%)
214|Heracross       |BUG/FIGHTING     |  77| 124|  71|  74|  27| 128|Rain Dish     |Suction Cups  |Sniper        |
215|Sneasel         |DARK/ICE         |  30| 114|  73| 113|  20|  80|Lightning Rod |Overgrow      |Guts          |
216|Teddiursa       |NORMAL           |  42|  75|  63|  60|  48|  42|Fairy Aura    |Anticipation  |Drizzle       |Revive (rare)
217|Ursaring        |NORMAL           |  35|  12| 118| 127| 100| 108|Fur Coat      |Download      |Rock Head     |
218|Slugma          |FIRE             |  48|  49|  45|  38|  19|  52|Normalize     |Big Pecks     |Sticky Hold   |Electric Gem (rare)
219|Magcargo        |FIRE/ROCK        |  96|  83|  39|  82|  56|  55|Filter        |Aroma Veil    |Forewarn      |
220|Swinub          |ICE/GROUND       |  38|  24|  67|  16|  68|  38|Fairy Aura    |Color Change  |Storm Drain   |
221|Piloswine       |ICE/GROUND       |  36| 150|  20| 122|  68|  54|Big Pecks     |Gale Wings    |Normalize     |
222|Corsola         |WATER/ROCK       |  62|  75|  57|  69|  66|  52|Volt Absorb   |Magma Armor   |Guts          |Ice Heal (rare)
223|Remoraid        |WATER            |  46|  68|  38|  54|  72|  21|Aftermath     |Flash Fire    |Moxie         |
224|Octillery       |WATER            |  79|  89|  97|  88|  92|  35|Blaze         |Strong Jaw    |Klutz         |Mewtwonite X (common), Fist Plate (rare)
225|Delibird        |ICE/FLYING       |  62|  71|  37|  40|  64|  57|Unnerve       |Stench        |Pressure      |
226|Mantine         |WATER/FLYING     |  68| 123|  15|  32| 120| 107|Leaf Guard    |Klutz         |Unnerve       |
227|Skarmory        |STEEL/FLYING     |  72|  58| 168|  56|  64|  46|Heavy Metal   |--            |Flower Veil   |Dragon Gem (rare)
228|Houndour        |DARK/FIRE        |  42|  75|  95|  12|  49|  57|Compound Eyes |Natural Cure  |Victory Star  |Escape Rope (common)
229|Houndoom        |DARK/FIRE        |  90|  99| 105| 140|  21|  45|Tough Claws   |Gale Wings    |Storm Drain   |
230|Kingdra         |WATER/DRAGON     |  99|  99|  84|  96|  91|  71|Water Absorb  |Imposter      |Rain Dish     |
231|Phanpy          |GROUND           |  21| 100|  42|  48|  92|  27|Illuminate    |No Guard      |Unburden      |Mental Herb (100%)
232|Donphan         |GROUND           | 127|  85|  26|  43| 111| 109|Chlorophyll   |--            |Overgrow      |
233|Porygon2        |NORMAL           |  98|  29|  77| 141| 110|  60|Inner Focus   |--            |Pickpocket    |Dragon Gem (rare)
234|Stantler        |NORMAL           |  36| 129|  11| 119|  51| 118|Damp          |--            |Blaze         |
235|Smeargle        |NORMAL           |  63|  41|  41|  32|  30|  42|Overcoat      |Sand Rush     |Poison Heal   |
236|Tyrogue         |FIGHTING         |  42|  44|  41|  46|  11|  28|Anticipation  |--            |Light Metal   |
237|Hitmontop       |FIGHTING         |  49|  81|  81|  81| 104|  59|Overcoat      |Rattled       |Flame Body    |
238|Smoochum        |ICE/PSYCHIC      |  42|  35|  42|  56|  71|  59|Gale Wings    |Aura Break    |Solar Power   |Stone Plate (common), Meadow Plate (rare)
239|Elekid          |ELECTRIC         |  36|  25|  72|  79|  64|  84|Stall         |--            |Synchronize   |Wise Glasses (rare)
240|Magby           |FIRE             |  69|  94|  28|  32|  53|  90|Justified     |--            |Sand Force    |
241|Miltank         |NORMAL           |  65| 131|  32|  43|  41| 179|Water Absorb  |Hustle        |Dry Skin      |Lava Cookie (common), Binding Band (rare)
242|Blissey         |NORMAL           | 105| 124|  58|  39| 123|  91|Rain Dish     |Healer        |Bad Dreams    |Pecha Berry (common), Dusk Stone (rare)
243|Raikou          |ELECTRIC         | 175|  57| 125| 111|  45|  67|No Guard      |Oblivious     |Serene Grace  |
244|Entei           |FIRE             | 127| 111| 116| 110|  29|  88|Shed Skin     |--            |Rain Dish     |Dusk Stone (rare)
245|Suicune         |WATER            |  83| 116| 157|  19| 136|  69|Soundproof    |--            |Tangled Feet  |Sacred Ash (rare)
246|Larvitar        |ROCK/GROUND      |  23|  16|  81|  36|  59|  86|Shell Armor   |Natural Cure  |Static        |
247|Pupitar         |ROCK/GROUND      | 112|  78|  52|  44|  59|  66|Bad Dreams    |--            |Skill Link    |
248|Tyranitar       |ROCK/DARK        |  78|  46| 143|  42| 123| 168|Rattled       |Cheek Pouch   |Sheer Force   |Poison Gem (common), Health Wing (rare)
249|Lugia           |PSYCHIC/FLYING   | 161|  76| 189|  18| 166|  70|Effect Spore  |--            |Volt Absorb   |
250|Ho-Oh           |FIRE/FLYING      | 199|  52|  22| 161|  77| 170|Shield Dust   |Hyper Cutter  |Regenerator   |Abomasite (100%)
251|Celebi          |PSYCHIC/GRASS    | 116| 117| 156|  20|  96|  95|Chlorophyll   |--            |Solar Power   |Insect Plate (100%)
252|Treecko         |GRASS            |  40|  70|  84|  55|  33|  28|Vital Spirit  |--            |Bulletproof   |Great Ball (rare)
253|Grovyle         |GRASS            |  90|  68|  60|  48|  93|  47|Keen Eye      |--            |Lightning Rod |Honey (rare)
254|Sceptile        |GRASS            |  88|  49|  65| 152| 155|  21|Pressure      |Minus         |Snow Warning  |
255|Torchic         |FIRE             |  58|  48|  66|  65|  46|  27|Overcoat      |--            |Fur Coat      |
256|Combusken       |FIRE/FIGHTING    | 129|  19|  80|  73|  86|  18|Early Bird    |--            |Gooey         |
257|Blaziken        |FIRE/FIGHTING    |  77| 108|  43|  44| 110| 147|Sap Sipper    |Rivalry       |Quick Feet    |Pearl (common), Power Herb (rare)
258|Mudkip          |WATER            |  35|  85|  42|  30|  72|  46|Sand Force    |--            |Flame Body    |
